"CaseNr","Subject","Partner","Reconci","Affilia","Support","ConfInt","ConfDur","Context","RankDif","Latency","PartSex","RconDur","RenewAg","IniCnfl","IniReco","TimToRA"
754,"Marg","Bri",0,"Strong ","no","NonPhys","1","Sex","s",NA,"Female",NA,0,"Partner","None",NA
755,"Eli","Mat",0,"Average","no","NonPhys","35","Other","l",NA,"Male",NA,0,"Partner","None",NA
756,"Emi","Car",0,"Strong","no","NonPhys","5","Sex","l",NA,"Female",NA,0,"Partner","None",NA
757,"Mary","Mat",0,"Strong","yes","NonPhys","8","Other","l",NA,"Male",NA,0,"Partner","None",NA
758,"Mary","Lin",0,"Average","no","NonPhys","3","Other","m",NA,"Female",NA,0,"Partner","None",NA
759,"Mary","Mark",1,"Strong","yes","NonPhys","1","Other","l",1,"Male","10,0",0,"Partner","Partner",NA
760,"Marg","Ama",1,"Strong","no","Physical","7","Other","l",10,"Male","166,0",1,"Partner","Subject",349
761,"Marg","Ama",1,"Strong","no","NonPhys","3","Other","l",44,"Male","343,0",0,"Partner","Subject",NA
762,"Eli","Mel",0,"Average","no","NonPhys","56","Food","l",NA,"Female",NA,1,"Subject","None",903
763,"Eli","Bri",1,"Strong","no","NonPhys","4","Food","m",0,"Female","2,0",0,"Subject","beide",NA
764,"Eli","Bri",0,"Strong","no","NonPhys","10","Food","m",NA,"Female",NA,0,"Subject","None",NA
765,"Eli","Mel",0,"Average","no","NonPhys","1","Food","l",NA,"Female",NA,0,"Subject","None",NA
766,"Eli","Jes",0,"Average","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
767,"Eli","Step",0,"Average","no","NonPhys","29","Other","l",NA,"Male",NA,0,"Partner","None",NA
768,"Ash","And",1,"Strong ","yes","NonPhys","9","Other","s",3,"Female","501,0",0,"Partner","beide",NA
769,"Marg","Bri",0,"Strong","no","NonPhys","5","Other","s",NA,"Female",NA,0,"Subject","None",NA
770,"Mary","Tim",1,"Strong","no","NonPhys","6","Other","l",1,"Female","7,0",0,"Subject","Subject",NA
771,"Mary","Dav",0,"Average","yes","NonPhys","3","Sex","m",NA,"Female",NA,0,"Subject","None",NA
772,"Mary","Ama",0,"Weak","no","NonPhys","1","Sex","l",NA,"Male",NA,0,"Partner","None",NA
773,"Marg","Joh",0,"Strong","no","NonPhys","5","Other","m",NA,"Female",NA,0,"Subject","None",NA
774,"Marg","Mat",1,"Strong","yes","NonPhys","13","Other","l",37,"Male","45,0",0,"Partner","Partner",NA
775,"Marg","Ama",1,"Strong","no","NonPhys","2","Other","l",79,"Male","30,0",0,"Partner","Subject",NA
776,"Marg","Wil",0,"Average","no","NonPhys","1","Sex","m",NA,"Female",NA,0,"Partner","None",NA
777,"Deb","Dav",0,"Weak","no","NonPhys","1","Sex","l",NA,"Female",NA,0,"Subject","None",NA
778,"Emi","Pau",1,"Strong","yes","NonPhys","21","Other","s",0,"Female","15,0",0,"Partner","Partner",NA
779,"Bet","Mat",0,"Weak","no","NonPhys","33","Other","l",NA,"Male",NA,0,"Partner","None",NA
780,"Marg","Ama",0,"Strong","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Subject","None",NA
781,"Mary","Dav",1,"Average","yes","NonPhys","178","Other","m",2,"Female","6,0",0,"Subject","Subject",NA
782,"Mary","Dan",1,"Average","yes","NonPhys","1","Other","l",0,"Male","4,0",0,"Partner","Partner",NA
783,"Mary","Ama",1,"Weak","no","NonPhys","3","Other","l",1,"Male","12,0",0,"Partner","Partner",NA
784,"Mary","Mic",0,"Average","yes","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
785,"Mary","Lin",0,"Average","no","NonPhys","18","Other","m",NA,"Female",NA,0,"Partner","None",NA
786,"Lis","Wil",0,"Average","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
787,"Lis","Pau",0,"Weak","no","Physical","2","Other","m",NA,"Female",NA,0,"Subject","None",NA
788,"Emi","Wil",0,"Average","no","NonPhys","232","Other","s",NA,"Female",NA,0,"Partner","None",NA
789,"Marg","Pat",0,"Average","yes","NonPhys","3","Sex","l",NA,"Female",NA,0,"Partner","None",NA
790,"Emi","Wil",0,"Average","no","NonPhys","2","Other","s",NA,"Female",NA,0,"Partner","None",NA
791,"Eli","Nan",0,"Average","no","NonPhys","2","Sex","l",NA,"Female",NA,0,"Subject","None",NA
792,"Deb","Dav",0,"Average","no","NonPhys","3","Other","l",NA,"Female",NA,0,"Partner","None",NA
793,"Lis","Kim",0,"Weak","no","NonPhys","1","Other","l",NA,"F",NA,0,"Subject","None",NA
794,"Lis","Wil",0,"Average","no","NonPhys","210","Other","m",NA,"Female",NA,0,"Subject","None",NA
795,"Mary","Joh",0,"Average","no","NonPhys","196","Sex","s",NA,"Female",NA,0,"Subject","None",NA
796,"Marg","Joh",0,"Strong","no","NonPhys","3","Sex","m",NA,"Female",NA,0,"Partner","None",NA
797,"Marg","DonF",1,"Average","no","NonPhys","1","Other","l",229,"Male","44,0",1,"Partner","Subject",556
798,"Marg","DonF",0,"Average","no","NonPhys","2","Sex","l",NA,"Male",NA,0,"Partner","None",NA
799,"Mary","DonF",1,"Average","no","NonPhys","1","Food","l",64,"Male","17,0",1,"Partner","Partner",328
800,"Mary","Ron",0,"Average","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Partner","None",NA
801,"Mary","DonF",1,"Average","no","NonPhys","55","Other","l",226,"Male","4,0",0,"Partner","Subject",NA
802,"Eli","Pau",0,"Strong","yes","NonPhys","6","Other","s",NA,"Female",NA,0,"Partner","None",NA
803,"Bet","Mat",1,"Weak","no","NonPhys","5","Other","l",7,"Male","20,0",0,"Partner","Partner",NA
804,"Lis","Pau",0,"Weak","no","NonPhys","3","Sex","m",NA,"Female",NA,1,"Subject","None",430
805,"Lis","Pau",0,"Weak","no","NonPhys","3","Sex","m",NA,"Female",NA,0,"Subject","None",NA
806,"Mary","Step",0,"Strong","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
807,"Mary","Ama",0,"Weak","no","NonPhys","70","Sex","l",NA,"Male",NA,0,"Partner","None",NA
808,"Mary","Joh",0,"Average","no","NonPhys","3","Other","s",NA,"Female",NA,0,"Subject","None",NA
809,"Deb","Ama",0,"Average","no","NonPhys","99","Sex","l",NA,"Male",NA,0,"Partner","None",NA
810,"Emi","Dav",1,"Strong","no","NonPhys","32","Other","m",103,"Female","41,0",0,"Subject","beide",NA
811,"Emi","Emi",0,"Weak","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
812,"Emi","Wil",0,"Average","no","NonPhys","57","Other","s",NA,"Female",NA,0,"Partner","None",NA
813,"Mary","Tim",1,"Strong","no","NonPhys","1","Other","l",1,"Female","24,0",0,"Subject","beide",NA
814,"Mary","Ama",1,"Weak","no","NonPhys","490","Other","l",182,"Male","25,0",1,"Partner","beide",268
815,"Mary","Ama",1,"Weak","no","NonPhys","5","Other","l",27,"Male","90,0",1,"Partner","beide",120
816,"Mary","Ama",1,"Weak","no","NonPhys","1","Other","l",1,"Male","58,0",0,"Partner","beide",NA
817,"Eli","Ant",0,"Strong","no","NonPhys","20","Sex","l",NA,"Male",NA,0,"Partner","None",NA
818,"Marg","Wil",0,"Average","no","NonPhys","1","Sex","m",NA,"Female",NA,0,"Partner","None",NA
819,"Marg","Pau",1,"Strong","no","NonPhys","20","Sex","m",41,"Female","65,0",0,"Partner","Subject",NA
820,"Emi","Kev",1,"Strong","yes","NonPhys","1","Other","l",0,"Male","196,0",0,"Subject","Partner",NA
821,"Bet","Car",0,"Strong","n","NonPhys","2","Sex","s",NA,"Female","27,0",0,"Partner","None",NA
822,"Lis","Tim",0,"Weak","no","NonPhys","11","Other","l",NA,NA,NA,0,"Subject","None",NA
823,"Ash","And",0,"Strong","yes","NonPhys","15","Other","s",NA,"Female",NA,1,"Partner","None",165
824,"Ash","And",1,"Strong","yes","NonPhys","2","Other","s",2,"Female","14,0",1,"Partner","Partner",91
825,"Ash","And",0,"Strong","yes","NonPhys","74","Other","s",NA,"Female",NA,0,"Partner","None",NA
826,"Mary","Ama",0,"Weak","no","NonPhys","7","Other","l",NA,"Male",NA,0,"Partner","None",NA
827,"Bet","Bar",0,"Strong","no","Physical","45","Other","l",NA,"Male",NA,0,"Partner","None",NA
828,"Marg","Mark",1,"Average ","no","NonPhys","5","Other","l",23,"Male","6,0",0,"Partner","Partner",NA
829,"Bet","Jen",0,"Strong","no","NonPhys","2","Other","m",NA,"Female",NA,0,"Subject","None",NA
830,"Bet","Ama",1,"Average","no","NonPhys","8","Other","l",105,"Male","16,0",0,"Partner","Partner",NA
831,"Bet","San",1,"Average","no","NonPhys","2","Other","l",1,"Female","4,0",0,"Subject","beide",NA
832,"Deb","Mit",1,"Weak","no","NonPhys","41","Other","l",2,"Female","1,0",0,"Subject","Partner",NA
833,"Deb","Mel",1,"Strong","no","NonPhys","2","Other","l",1,"Female","2,0",1,"Subject","Partner",239
834,"Deb","Mel",0,"Strong","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
835,"Deb","Kim",0,"Average","yes","NonPhys","3","Food","l",NA,"Female",NA,1,"Subject","None",364
836,"Deb","Kim",0,"Average","yes","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
837,"Deb","Lin",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,1,"Partner","None",193
838,"Deb","Chr",0,"Average","yes","NonPhys","2","Other","s",NA,"Female",NA,0,"Subject","None",NA
839,"Deb","Lin",0,"Weak","no","NonPhys","3","Other","s",NA,"Female",NA,0,"Partner","None",NA
840,"Lis","Rob",0,"Average","no","NonPhys","27","Other","s",NA,"Female",NA,0,"Subject","None",NA
841,"Lis","Car",1,"Average","no","NonPhys","3","Other","s",1,"Female","7,0",0,"Partner","Partner",NA
842,"Lis","Mark",0,"Average","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Partner","None",NA
843,"Marg","Wil",0,"Average","no","NonPhys","13","Sex","m",NA,"Female",NA,1,"Partner","None",971
844,"Marg","Kar",0,"Weak","no","NonPhys","15","Other","s",NA,"Female",NA,0,"Subject","None",NA
845,"Marg","Wil",0,"Average","no","NonPhys","5","Sex","m",NA,"Female",NA,0,"Partner","None",NA
846,"Eli","Kar",1,"Average","yes","NonPhys","1","Other","m",4,"Female","2,0",0,"Subject","Partner",NA
847,"Mary","Lin",0,"Average","no","NonPhys","362","Other","m",NA,"Female",NA,0,"Partner","None",NA
848,"Mary","Tim",0,"Strong","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
849,"Lis","Nan",0,"Weak","no","NonPhys","8","Other","l",NA,"Female",NA,0,"Subject","None",NA
850,"Bet","Ama",1,"Average","no","NonPhys","8","Other","l",10,"Male","5,0",0,"Partner","beide",NA
851,"Emi","Dav",1,"Strong","no","NonPhys","4","Other","m",1,"Female","136,0",0,"Subject","Partner",NA
852,"Eli","Jos",1,"Strong","yes","NonPhys","2","Other","m",1,"Female","345,0",0,"Subject","Partner",NA
853,"Lis","Pat",0,"Weak","no","NonPhys","3","Other","s",NA,"Female",NA,0,"Subject","None",NA
854,"Lis","Kev",0,"Strong","yes","NonPhys","8","Other","l",NA,"Male",NA,0,"Partner","None",NA
855,"Deb","Dan",0,"Average","no","Physical","8","Other","l",NA,"Male",NA,0,"Partner","None",NA
856,"Mary","Ama",0,"Weak","no","NonPhys","5","Other","l",NA,"Male",NA,0,"Partner","None",NA
857,"Mary","Ric",1,"Weak","no","NonPhys","1","Other","m",1,"Female","4,0",0,"Partner","beide",NA
858,"Lis","Bri",0,"Average","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
859,"Lis","Joh",0,"Strong","no","NonPhys","11","Other","m",NA,"Female",NA,0,"Subject","None",NA
860,"Bet","Nan",0,"Weak","no","NonPhys","1","Other","l",NA,NA,NA,0,"Subject","None",NA
861,"Bet","Nan",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
862,"Bet","Bri",0,"Weak","no","NonPhys","17","Other","m",NA,"Female",NA,0,"Subject","None",NA
863,"Emi","And",0,"Strong","yes","NonPhys","18","Other","m",NA,"Female",NA,1,"Subject","None",1026
864,"Emi","Ken",0,"Weak","no","NonPhys","9","Other","l",NA,"Male",NA,0,"Partner","None",NA
865,"Emi","Ama",0,"Strong","no","NonPhys","7","Other","l",NA,"Male",NA,0,"Subject","None",NA
866,"Emi","And",1,"Strong","yes","NonPhys","7","Other","m",1,"Female","8,0",0,"Subject","Partner",NA
867,"Mary","Mark",0,"Strong","yes","NonPhys","20","Other","l",NA,"Male",NA,0,"Partner","None",NA
868,"Bet","Sus",0,"Weak","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
869,"Ash","And",0,"Strong ","yes","NonPhys","570","Other","s",NA,"Female",NA,0,"Partner","None",NA
870,"Ash","And",1,"Strong","yes","NonPhys","5","Other","s",74,"Female","9,0",0,"Subject","Partner",NA
871,"Ash","Sar",0,"Strong","no","NonPhys","20","Other","l",NA,"Male",NA,0,"Partner","None",NA
872,"Emi","Kar",1,"Weak","no","NonPhys","6","Other","m",1,"Female","8,0",0,"Subject","Partner",NA
873,"Emi","Rob",0,"Average","yes","NonPhys","2","Other","m",NA,"Female",NA,0,"Partner","None",NA
874,"Emi","Ant",1,"Average","no","NonPhys","10","Other","l",4,"Male","6,0",0,"Partner","Subject",NA
875,"Marg","Kev",0,"Weak","no","NonPhys","3","Other","l",NA,"Male",NA,0,"Partner","None",NA
876,"Marg","Wil",0,"Average","no","NonPhys","4","Other","m",NA,"Female",NA,0,"Partner","None",NA
877,"Marg","Kar",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
878,"Marg","Tim",0,"Weak","no","NonPhys","2","Other","l",NA,"Female",NA,1,"Partner","None",451
879,"Marg","Tim",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
880,"Marg","Car",0,"Average","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Partner","None",NA
881,"Marg","Ama",0,"Strong","no","NonPhys","10","Other","l",NA,"Male",NA,0,"Partner","None",NA
882,"Deb","Tim",0,"Strong","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
883,"Deb","Sus",0,"Strong","yes","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
884,"Deb","Tim",0,"Strong","no","NonPhys","410","Other","l",NA,"Female",NA,0,"Subject","None",NA
885,"Deb","Pat",0,"Weak","no","NonPhys","3","Other","s",NA,"Female",NA,0,"Partner","None",NA
886,"Deb","Ric",1,"Weak","no","NonPhys","1","Other","l",1,"Female","5,0",0,"Subject","Partner",NA
887,"Marg","San",0,"Average","no","NonPhys","16","Other","s",NA,"Female",NA,0,"Subject","None",NA
888,"Marg","Ama",0,"Strong","no","NonPhys","5","Other","l",NA,"Male",NA,0,"Partner","None",NA
889,"Marg","Nan",0,"Weak","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
890,"Bet","Jen",1,"Weak","no","NonPhys","4","Other","m",69,"Female","221,0",0,"Subject","Partner",NA
891,"Bet","Tim",0,"Weak","no","NonPhys","7","Other","l",NA,"Female",NA,0,"Subject","None",NA
892,"Mary","Mel",0,"Average","yes","NonPhys","10","Other","l",NA,"Female",NA,0,"Subject","None",NA
893,"Mary","Dav",0,"Average","yes","NonPhys","6","Other","m",NA,"Female",NA,0,"Subject","None",NA
894,"Marg","Wil",0,"Average","no","NonPhys","11","Other","m",NA,"Female",NA,0,"Partner","None",NA
895,"Marg","Lin",0,"Average","yes","NonPhys","2","Food","l",NA,"Female",NA,0,"Partner","None",NA
896,"Marg","Rob",0,"Average","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Partner","None",NA
897,"Marg","DonF",0,"Average","no","NonPhys","6","Other","l",NA,"Male",NA,0,"Partner","None",NA
898,"Lis","DonF",0,"Average","no","Physical","13","Other","l",NA,"Male",NA,0,"beide","None",NA
899,"Marg","Ric",0,"Weak","n","NonPhys","5","Sex","l",NA,"Female",NA,0,"Subject","None",NA
900,"Mary","Car",0,"Strong","yes","NonPhys","111","Other","m",NA,"Female",NA,0,"Partner","None",NA
901,"Bet","Tim",1,"Weak","no","NonPhys","4","Other","l",8,"Female","63,0",0,"Subject","Partner",NA
902,"Deb","Dav",0,"Average","n","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
903,"Marg","Pau",0,"Strong","no","NonPhys","2","Other","m",NA,"Female",NA,1,"Partner","None",472
904,"Marg","Pat",0,"Average","yes","NonPhys","4","Other","l",NA,"Female",NA,0,"Partner","None",NA
905,"Marg","Tho",0,"Average","no","NonPhys","5","Other","l",NA,"Male",NA,0,"Partner","None",NA
906,"Marg","Pau",0,"Strong","no","NonPhys","2","Other","m",NA,"Female",NA,0,"Partner","None",NA
907,"Marg","Ama",0,"Strong","no","Physical","28","Other","l",NA,"Male",NA,0,"Partner","None",NA
908,"Marg","Stev",0,"Average","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Partner","None",NA
909,"Emi","Pau",0,"Strong","yes","NonPhys","1","Other","s",NA,"Female",NA,0,"Partner","None",NA
910,"Emi","Josh",0,"Average","yes","Physical","43","Other","l",NA,"Male",NA,0,"Partner","None",NA
911,"Deb","Nan",0,"Weak","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Subject","None",NA
912,"Emi","Ama",1,"Average","no","NonPhys","7","Other","l",43,"Male","1646,0",0,"Partner","Partner",NA
913,"Deb","Car",0,"Strong","no","NonPhys","13","Other","m",NA,"Female",NA,0,"Partner","None",NA
914,"Marg","Ant",1,"Strong","yes","NonPhys","5","Other","l",61,"Male","234,0",0,"Partner","Subject",NA
